Date,Offence Category,Offence,Victim Tally,County,Specific Area,Victim Gender,Victim Age,Perpetrator Tally,Perpetrator Gender,Perpetrator Age,Motive,Weapon,Source,Case Summary,Year,Month,Quarter
2025-04-15,Fraud & Financial Crimes,Fraud,1,Machakos,,Unknown,,1.0,Male,,Appointment,Forged documents,The Standard Pg 27,"Bruno Oguda Obodha a managing director at EAPCC appointed by the President William Ruto has been arraigned at Mavoko Court Machakos County because fraud, document forgery and radio communication licences.",2025,2025-04,2025 Q2
2025-04-15,Homicide & Unlawful Killing,Murder,1,Wajir,,Female,,3.0,Male,,Punishment,Physical assault and Fire,The Standard Pg 23,"Seveenteen-year old Gaala Aden Abdi was killed for refusing to be married off to a 55- year old man, Her body was set ablaze to destroy evidence.",2025,2025-04,2025 Q2
2025-04-15,Public Order & Administration of Justice,Disorderly Conduct,1,Migori,,Male and Female,,1.0,Male,,Mental instability,Physical assault,The Standard Pg 3,Salom Obise a resident from Rapogi Village whom is said to be partially mentally challenged was spotted hanging from the helicopters landing gear as the helicopter took off. Thus endangering his life and those on board.,2025,2025-04,2025 Q2
2025-04-15,Assault & Bodily Harm,Assault,1,Nairobi,,Male and Female,,700.0,Unknown,,Abuse of office,Handcuffs,The Daily Nation Pg 23,The uniformed Inspectorate officers illegally arrest and harrass the Mfangano Street residents unlawfully and yet they are interns.They possess handcuffs that they use to get hold of the residents.,2025,2025-04,2025 Q2
2025-04-16,Fraud & Financial Crimes,Extortion,1,Uasin Gishu,,Unknown,,1.0,Male,,Extortion,Unknown,Daily Nation Pg 19,A military officer trying to secure a job for his orphaned relatived in the Kenyan Prison Service was conned out of sh400000 by Ezekiel Kipkemboi who claimed to have links to the State house as a GSU officer.,2025,2025-04,2025 Q2
2025-04-16,Drugs & Contraband,Smuggling,1,Nairobi,,Unknown,,4.0,Male,,Smuggling garden ants,Unknown,The Standard pg 3,The four individuals were arraigned in court to be charged with smuggling of 5000 garden ant queen worth Sh 1.2million,2025,2025-04,2025 Q2
2025-04-16,Drugs & Contraband,Smuggling,1,Unknown,,Unknown,,3.0,Male,,Smuggling aloe vera gum,Unknown,The Standard pg 3,The perpetrators were accused of illegally transporting 15 tons of aloeveara gum which they subsequently denied the charges.,2025,2025-04,2025 Q2
2025-04-17,Fraud & Financial Crimes,Fraud,1,Unknown,,Unknown,,,Unknown,,Financial gain,Unknown,Daily Nation Pg3,A group of individuals are manipulating people by charging them a fee for SHA registration yet the registration is free.,2025,2025-04,2025 Q2
2025-04-17,Human Trafficking & Smuggling,Organ Trafficking,1,Uasin Gishu,,Male and Female,,,Unknown,,Human exploitation,Unknown,Daily Nation Pg3/ The Standard pg 7,Mediheal Hospital is harvesting kidneys from impoverished Kenyans and selling them to the Israelites and Germans.,2025,2025-04,2025 Q2
2025-04-17,Fraud & Financial Crimes,Embezzlement Of Public Funds,184,Unknown,,Male and Female,,,Unknown,,Embezzlement of public funds,Unknown,Daily Nation Pg8,Senior State Officials have embezzled 2.7billion meant for the compensation of those evicted to pave way for the construction of SGR.,2025,2025-04,2025 Q2
2025-04-18,Homicide & Unlawful Killing,Murder,2,Homa Bay,,Male,,,Unknown,,Vigilantism,Unknown,The Standard pg 13,Kevin Odero and Bob Ochieng were mistakenly killed by villagers in Ndhiwa after suspecting them to be cattle thieves.,2025,2025-04,2025 Q2
2025-04-18,Fraud & Financial Crimes,Fraud,3,Uasin Gishu,,Male,,,Unknown,,Financial gain,Unknown,Daily Nation pg 12,Families in Uasin Gishu county fell victim to the Finland Scholarship scandle were misled into forking out millions by the senator and other government officials without getting full information from the county government.,2025,2025-04,2025 Q2
2025-04-18,Homicide & Unlawful Killing,Manslaughter,1,Homa Bay,,Unknown,,1.0,Unknown,,Wreckless driving,Vehicle,Daily Nation pg 21,Lorry driver  fled after a fatal accident after a crash that occurred when the lorry veered onto the wrong side and rammed into an oncoming pickup. The pickup driver died on the spot.,2025,2025-04,2025 Q2
2025-04-18,Homicide & Unlawful Killing,Murder,2,Meru,,Male,,,Unknown,,Unknown,Machete,Daily Nation,Brutal killing of two unidentified young men who were found hacked to death and their bodies dumped in a thicket.,2025,2025-04,2025 Q2
2025-04-19,Property Destruction & Arson,Arson,5,Kisii,,Male and Female,,,Unknown,,Retaliation,Fire,Daily Nation Pg 6,Residents of Metembi Village burnt down a house with 5 family members with the accusatiuon that they were involved in the murder of a middled age man and set free because of insufficient evidence linking them to the murder.,2025,2025-04,2025 Q2
2025-04-19,Other Offences,Cannibalism,1,Kilifi,,Male,,1.0,Male,,Unknown,Knife,The Standard Pg 4,"Zacharia Charo killed Ainen Twalibon and removed his intestines,brain and liver,placed them on a plate before starting eating them.The neighbours bursted him eating the body parts was beaten badly before the police intervene and took him to Vipingo Hospital for treatment before taking him to Mtwapa Police Station where he stated complaining of pains and blood coming through his mouth and was rushed to Mtwapa Hospital where he was pronounced dead. ",2025,2025-04,2025 Q2
2025-04-19,Homicide & Unlawful Killing,Murder,1,Kilifi,,Male,,,Unknown,,Vigilantism,Unknown,The Standard Pg 4,"Zacharia Charo killed Ainen Twalibon and removed his intestines,brain and liver,placed them on a plate before starting eating them.The neighbours bursted him eating the body parts was beaten badly before the police intervene and took him to Vipingo Hospital for treatment before taking him to Mtwapa Police Station where he stated complaining of pains and blood coming through his mouth and was rushed to Mtwapa Hospital where he was pronounced dead. ",2025,2025-04,2025 Q2
2025-04-20,Environmental & Wildlife Crimes,Environmental Crimes,1,Kisumu,,Unknown,,,Unknown,,Exploitation of national resources,Unknown,The Standard pg 11,"Kisumu residents engage into illegal mining due to lack of jobs and economic hardships,leading to environmental destruction.leaders condemned the act and urged  the government to enforce stricter and safety measures to prevent further loss.",2025,2025-04,2025 Q2
2025-04-20,Homicide & Unlawful Killing,Murder,1,Samburu,,Male,,,Unknown,,Cattle rustling,Unknown,The Standard pg 6,One person was killed by a bandit who ended up stealing his cows.The operation to track the bandit was underway.The body of the deceased was taken to samburu County Hospital Mortuary.,2025,2025-04,2025 Q2
2025-04-20,Homicide & Unlawful Killing,Murder,5,Kisii,,Male and Female,,,Male,,Vigilantism,Machete and Fire,Daily Nation pg 6,"Lynching of a family in Metembe village Kisii county by resident vigilantes who were said to be revenging criminal acts perpetrated by members of the said family but police saw no link. The vigilante residents hacked the family members, set their house on fire, and set the helping dogs on fire.",2025,2025-04,2025 Q2
2025-04-21,Homicide & Unlawful Killing,Murder,1,Kakamega,,Female,,4.0,Male,,Robbery,Firearm,The Standard pg 6 ,Roselyda Akinyi had gone to withdraw money from the Cooperative bank when she was intercepted by a saloon car with four armed men who struck the bodaboda guy and shot her dead upon resistance.,2025,2025-04,2025 Q2
2025-04-22,"Robbery, Theft & Burglary",Robbery With Violence,2,Multiple Counties,,Female,,,Unknown,,Robbery,Unknown,The Standard Pg15,Insecurity scandals witnessed at various universities as students are robbed off their belongings by unknown persons.,2025,2025-04,2025 Q2
2025-04-22,"Robbery, Theft & Burglary",Robbery With Violence,1,Kakamega,,Male and Female,,,Unknown,,Unknown,Unknown,The Standard Pg 16,Kakamega Airstrip has now become a breeding and hiding grounds for crime steering insecurity around Shinyalu.,2025,2025-04,2025 Q2
2025-04-23,Organized Crime & Terrorism,Banditry,18,Samburu,,Unknown,,,Unknown,,Cattle rustling,Firearm,Daly Nation pg 25,Gunmen terrorising Samburu West communities has left 18 dead and many nursing serious injuries as 175new reservists have been stationed in the area to maintain peace.,2025,2025-04,2025 Q2
2025-04-23,Fraud & Financial Crimes,Impersonation,1,Unknown,,Male,,1.0,Male,,Reputation Damage,Digital platform,The Standard Pg 10," Titus Wekesa Sifuna, a 22 years old man, from Bungoma County brought before the Milimani Law Court for impersonating President William Ruto on social media.",2025,2025-04,2025 Q2
2025-04-23,Organized Crime & Terrorism,Religious Terrorism,2,Migori,,Male,,,Unknown,,Religious manipulation,Religious indoctrination,Daily Nation pg 10,"A cultic church was discovered when several of its members suddenly died one having injuries on the face and mouth foaming on the floor of a prayer room while the other, a police officer was hurriedly buried as his death was linked to another member's death.",2025,2025-04,2025 Q2
2025-04-23,Assault & Bodily Harm,Assault,3,Nairobi,,Male,,,Unknown,,Incapacitation,Firearm,Daily Nation pg 20,Youth led protesters lost their lives as a result of bullet wound inflicted by police officers while some were left with permanent dsabilities and amputations,2025,2025-04,2025 Q2
2025-04-24,"Robbery, Theft & Burglary",Burglary,1,Nakuru,,Unknown,,3.0,Male,,Financial gain,Unknown,The Standard Pg 10,Trouble started when a group of men raided one of the homes and stole cash and personal effects.,2025,2025-04,2025 Q2
2025-04-24,"Robbery, Theft & Burglary",Robbery,1,Mombasa,,Male,,2.0,Male,,Robbery,Unknown,The Standard Pg 10,A life sentence has been upheld by the court of Appeal against Makau and Mativo who robbed a lorry and its trailer.,2025,2025-04,2025 Q2
2025-04-24,Homicide & Unlawful Killing,Murder,1,Nakuru,,Female,,,Unknown,,Unknown,Unknown,Daily Nation Pg 22,Wanjiru Nga'ng'a a 20 year old trainee at a mechanic workshop was allegedly killed and her body dumped at a nearby thicket a kilometre from by unknown assailants.,2025,2025-04,2025 Q2
2025-04-24,Organized Crime & Terrorism,Banditry,1,Baringo,,Unknown,,,Unknown,,Robbery,Firearm,Daily Nation Pg 22,Baringo bandits no longer stage attacks solely for livestock theft but now ambush traders and motorists in broad daylight.Shooting and robbing them off their property.,2025,2025-04,2025 Q2
2025-04-25,Homicide & Unlawful Killing,Murder,9,Siaya,,Male and Female,,,Unknown,,Resource gain,Fire,The Standard pg 8,Nine family mambers burnt to death in a suspected arson attack which is belived to be over land depute.,2025,2025-04,2025 Q2
2025-04-25,Fraud & Financial Crimes,Fraud,1,Elgeyo Marakwet,,Female,,7.0,Male and Female,,Resource gain,Unknown,Daily Nation pg 46,"Cheptanui Sinyei Rotich, a 90-year-old woman from Elgeyo Marakwet County, has spent 48 years fighting to reclaim her 44-acre ancestral land, which was illegally seized in 1978 by seven individuals—including two of her own sons—through coercion and fraud.",2025,2025-04,2025 Q2
2025-04-26,Organized Crime & Terrorism,Religious Terrorism,3,Kilifi,,Unknown,,1.0,Male,,Religious manipulation,Religious indoctrination,Daily Nation Pg 11 / The Standard pg 2,In Malindi several worshippers have died due to starvation as a result of religion.,2025,2025-04,2025 Q2
2025-04-26,Organized Crime & Terrorism,Religious Terrorism,1,Migori,,Unknown,,57.0,Unknown,,Religious manipulation,Religious indoctrination,Daily Nation Pg 11,Members of the Malkio St Joseph  Mission of  Messiah in Africa Church have accused police in Migori for unlawful detention.,2025,2025-04,2025 Q2
2025-04-26,Fraud & Financial Crimes,Fraud,1,Nairobi,,Unknown,,1.0,Male,,Fraudulent activities,Forged documents,The Standard pg 17,"The EACC found Lawrence Barasa, a Nairobi county official guilty of fraud and fraudulent activities as he had forged a diploma certificate issued by Eldoret National Polytechnic claiming to be a holder of Information Technology, the EACC require the official to explain and account for the accumulated salary of 7M under the fraud case.",2025,2025-04,2025 Q2
2025-04-27,Homicide & Unlawful Killing,Murder,7,Mombasa,,Unknown,,1.0,Male,,Terror,Unknown,Daily Nation Pg 20,"Hemed Salim, a respected electrian and an active member of the Islamic muzzin was arrested by the police because of suspected terror,and in which the authorities claimed that  Salim had escaped.",2025,2025-04,2025 Q2
2025-04-28,Fraud & Financial Crimes,Tax Evasion,1,Nairobi,,Unknown,,197.0,Unknown,,Embezzlement of public funds,Forged documents,The Standard Pg 6,Former SG Malala stated in The Standard that the UDA party they were pushing out a payroll to197 workers while 40 people were usually working consistent. ,2025,2025-04,2025 Q2
2025-04-28,Land & Eviction Offences,Illegal Eviction,1,Nairobi,,Male and Female,,1.0,Unknown,,National housing infrastructure,Unknown,The Daily Nation pg 14,Violet Matiru daughter of Amon Matiru and Peris Wambui is fighting for her family 50 acre land in the Kasarani Stadium area where the government wants to build affordable housing.,2025,2025-04,2025 Q2
2025-04-29,Assault & Bodily Harm,Assault,1,Nairobi,,Unknown,,,Unknown,,Control protestors,"Guns,bullets,teargas",The Standard Pg 6,"Armed police officers in uniform respond with a lot of brutality to the anti-tax protesters involving fatal shooting,teargas to disperse the crowd.These is so inhumane.",2025,2025-04,2025 Q2
2025-04-29,Homicide & Unlawful Killing,Murder,6,Narok,,Male and Female,,,Unknown,,Control protestors,Firearm,The Standard Pg 8,"Security officers (Police) opened fire at demonstrators in Angata Barrakoi killing six and leaving ten others with gun shot wounds in a bizzare order to disperse the angered residents who were protesting against attempted grabbing of 6,300 acres of land. The land in Moyoi area has long been at the centre of  simmering disputes between the Kipsigis and Maasai communities. The residents demand clarity from the President in his involvement in the land.",2025,2025-04,2025 Q2
2025-04-29,Homicide & Unlawful Killing,Murder,1,Nakuru,,Male,,1.0,Male,,Vengeance,Machete,The Daily Nation Pg 16,Francis Odero a class six pupil had left school seven years ago due to peer pressure from school fleeing to Nakuru to do work where he met his untimely demise.,2025,2025-04,2025 Q2
2025-04-29,Homicide & Unlawful Killing,Murder,1,Uasin Gishu,,Male,,3.0,Male and Female,,Marital issue,Unknown,The Daily Nation Pg 25,The death of Samson Kandie is suspected to have been curtailed by the wife who allegedly is suspected to have acted in such a manner due to marital differences.,2025,2025-04,2025 Q2
2025-04-30,Homicide & Unlawful Killing,Murder,1,Kakamega,,Female,,4.0,Male,,Robbery,Unknown,Daily Nation pg 23,An inside job between suspected tellers led to the killing of Akinyi who had withdrawn sh 285000. This opened a case where it is belived that customers who withdraw large sums of money become targets.,2025,2025-04,2025 Q2
2025-04-30,Homicide & Unlawful Killing,Murder,6,Narok,,Unknown,,2.0,Male,,Eviction,Firearm,Daily Nation pg 14,Top security officials had to be evacuated as tensions on land grabbing led to thekilling of six Angata residents by GSU Officers leading to residents wanting answers and revenge.,2025,2025-04,2025 Q2
2025-04-30,Assault & Bodily Harm,Assault,1,Nairobi,,Male,,1.0,Unknown,,Brutality,Unknown,Daily Nation pg 35,Chris Omollo a photojournalst was unexpectedly stuck in the head by a police offcer leading him to collapse and needing medical emergency when they went to ask for assistance to enter the stadium for the FKF Premier League match between Gor Mahia and Mara Sugar.,2025,2025-04,2025 Q2
2025-04-30,Sexual & Gender-Based Violence,Sexual Abuse,5,Trans Nzoia,,Female,,1.0,Male,,Sexual exploitation,Threats,Daily Nation pg 10,A father of four girls in Kitale sexually abused his daughters for years by luring them into movie dates which ended with him taking turns with the girls and making them tae abortion pills when they got pregnant. Upon finding this out the mum contacted the police got him arrested.,2025,2025-04,2025 Q2
2025-04-30,Fraud & Financial Crimes,Embezzlement Of Public Funds,200,Nairobi,,Unknown,,4.0,Male and Female,,Extortion,Forged documents,Daily Nation pg 2,"Qhire International Services Company limited was awarded the Qatar- Kenya police deal who contracted Inspocare Health Ltd to do medical sceening of the recrutees. Mr Aden came forward to claim that after paying SH 250,000 for the expenses, he was deported from Qatar without the test resuts from both countries and in no way able to contact Qhire for a refund leading to a speculation that faud has taken place and there was no job.",2025,2025-04,2025 Q2
2025-04-30,Organized Crime & Terrorism,Terrorism,7,Mandera,,Unknown,,,Unknown,,Kill,Firearm,Daily Nation pg 12,Alshabaab miltants attacked a vehicle carrying quarry workers leaving 5 dead and 2 injured. The owner of the quarry and the driver were arrested so they can explan why the van left without security escort and earlier than scheduled.,2025,2025-04,2025 Q2
2025-05-01,Fraud & Financial Crimes,Fraud,1,Trans Nzoia,,Male and Female,,2.0,Male,,Embezzlement of public funds,Unknown,The standard pg 10,Trans Nzoia's county procurement officer and a contractor got ordered by the High Court to refund over 25.3 million after being found guilty of fraudulent tendering to Koyi building contractors for stadium renovations.,2025,2025-05,2025 Q2
2025-05-01,"Robbery, Theft & Burglary",Robbery,1,Trans Nzoia,,Unknown,,1.0,Unknown,,Unknown,Unknown,The Standard pg 12,"Police arrest robbery suspect, seizing 5 illegal guns, 40 rolls of bhang, unknown chemical, and products used to make illegal currency.",2025,2025-05,2025 Q2
2025-05-02,Homicide & Unlawful Killing,Attempt Murder,1,Homa Bay,,Male,,,Unknown,,Intimidation,Firearm,Daily Nation pg 2,"MCA, his sister and his friends were walking in Lucky Summer area where they were confronted by armerd attackers. Mr Bondo sustained head injuries in the incident, and was treated and discharged. The attack may have been aimed at derailing his quest for investigaions in to the death of his father.",2025,2025-05,2025 Q2
2025-05-02,"Robbery, Theft & Burglary",Robbery With Violence,3,Kiambu,,Male and Female,,3.0,Unknown,,Unknown,Firearm,Daily Nation pg 8,"Charles Kamau was driving to his home in Ruiru, Kiambu county. As he approached at the gate he hooted to signal his family to open the gate. As soon as the gate was opened Mr Kamau drove slowly towards the parking area. his wife and first born daughter stayed behind to close the gate where 3 attackers forced their way into the compound and ordered them to lie on the ground. Mr Kamau felt it was his duty to protect his family and confronted the attackers and grabbed one of them. The grabbed attacker pulled out a gun and began firing 13 bullets to him.",2025,2025-05,2025 Q2
2025-05-03,Organized Crime & Terrorism,Terrorism,13,Lamu,,Unknown,,,Unknown,,Kill,Firearm,Daily Nation Pg11,The officers were patrolling the Boni Forest within the Janjana area area searching for suspected terrorist when they were ambushed leading to 5 dead officers and critically injuring 8 others. The suspected terrorist also sustained injuried. ,2025,2025-05,2025 Q2
2025-05-03,Assault & Bodily Harm,Assault,1,Kilifi,,Male,,1.0,Male,,Punishment,Machete,The Standard Pg 3,The Ex prinicpal tabbed a minor with a panga to the neck after he found him grazing goats on his land during his routine checks. In turn the cummunity stoned him and set his car on fire now tthe two are nursing injuries in Marafa Sub-County Hospital.,2025,2025-05,2025 Q2
2025-05-03,Assault & Bodily Harm,Assault,1,Kilifi,,Male,,,Unknown,,Vigilantism,Stones and Fire,The Standard Pg 3,The Ex prinicpal tabbed a minor with a panga to the neck after he found him grazing goats on his land during his routine checks. In turn the cummunity stoned him and set his car on fire now the two are nursing injuries in Marafa Sub-County Hospital.,2025,2025-05,2025 Q2
2025-05-04,Homicide & Unlawful Killing,Murder,1,Nairobi,,Male,,2.0,Male,,Political differences,Firearm,Daily Nation Pg 4,"On April 30, 2025, Kasipul Member of Parliament Charles Were was assassinated in a targeted attack in Nairobi, along the Ngong Road when two assailants on motorcycle approached his vehicle at a traffic light.",2025,2025-05,2025 Q2
2025-05-04,Organized Crime & Terrorism,Banditry,5,Baringo,,Unknown,,,Unknown,,Cattle rustling,Firearm,Daily Nation Pg 8,"“Bandits suspected to be from a neighbouring community attacked Chemoe village at around 2pm and made away with an unconfirmed number of livestock belonging to one of the locals. A police reservist who was among a group that responded has been killed, and four other people injured. Multi-agency teams are engaging the bandits,” said Mr Abdi",2025,2025-05,2025 Q2
2025-05-05,Homicide & Unlawful Killing,Murder,1,Nakuru,,Female,,1.0,Male,,Love affair,Manual Strangulation,Daily Nation pg 3,Nicholas plotted to kill Rhoda over disputes raised by her concerning infidelity suspicions by strangling her and putting her in a bathtub and attempted to influence a pathologist to fake the postmoterm results.,2025,2025-05,2025 Q2
2025-05-05,Organized Crime & Terrorism,Terrorism,10,Mandera,,Unknown,,,Unknown,,Terror,Firearm,Daily Nation pg 12,Terrorist groups identified as Al-Shabaab killed 10 people including 5 quarry workers and 5 officers from an elite unit in Burabor area and Boni forest respectively.,2025,2025-05,2025 Q2
2025-05-06,Abduction & Kidnapping,Abduction,1,Nakuru,,Male,,6.0,Male,,Conceal evidence,Unknown,The Standard Pg 10,Six KWS officers are charged with abducting Brian Odhiambo a fisherman.,2025,2025-05,2025 Q2
2025-05-06,Homicide & Unlawful Killing,Murder,1,Unknown,,Male,,,Unknown,,Conflict escalation,Atomic bomb,The Standard Pg 13,Kenyan pilot killed in Sudan army airstrike.,2025,2025-05,2025 Q2
2025-05-06,Assault & Bodily Harm,Assault,1,Migori,,Male,,3.0,Male,,Unknown,Shoe,The Standard Pg 4,A shoe was hurled at President William Ruto in Kehancha area when he was addressing a rally.,2025,2025-05,2025 Q2
2025-05-06,Homicide & Unlawful Killing,Femicide,1,Bomet,,Female,,1.0,Male,,Marital issue,Unknown,Daily Nation Pg 20,Ms Beatrice Chepkemoi a teacher and mother of two was allegedy murdered by her husband over new reports saying she was pregnant.,2025,2025-05,2025 Q2
2025-05-06,Sexual & Gender-Based Violence,Rape And Torture,34,Kisumu,,Male and Female,,11.0,Male and Female,,Excessive force,Unknown,Daily Nation Pg 10,Senior GSU officers allegedly denying killing baby Pendo and 34 others during the 2017 post-poll violence.,2025,2025-05,2025 Q2
2025-05-06,Homicide & Unlawful Killing,Murder,1,Kisumu,,Female,,11.0,Male and Female,,Excessive force,Unknown,Daily Nation Pg 10,Senior GSU officers allegedly denying killing baby Pendo and 34 others during the 2017 post-poll violence.,2025,2025-05,2025 Q2
2025-05-06,Homicide & Unlawful Killing,Murder,1,Nairobi,,Male,,,Unknown,,Control protestors,Firearm,Daily nation Pg 3,Police have brutally been involved in the extra-judicial killings of the protesters and justice has not yes been achieved.,2025,2025-05,2025 Q2
2025-05-07,Corruption & Abuse of Office,Corruption,1,Nakuru,,Male,,6.0,Male,,Bribe,Financial blackmail,Daily Nation Pg 19,A man identifying himself as Hosea approached Ms Auma asking her to quote a price for her to drop the case regarding the dissappearance of her son who was abducted by KWS officials.,2025,2025-05,2025 Q2
2025-05-07,Abduction & Kidnapping,Abduction,1,Unknown,,Male,,,Unknown,,Kill,Unknown,The Standard Pg 4,Kabiru vanished while in patrol after being abducted by Savein gangs and his whereabout are not known.His family is asking officals to continue to search for him but they are silent on the matter.,2025,2025-05,2025 Q2
2025-05-07,Homicide & Unlawful Killing,Murder,1,Unknown,,Male,,,Unknown,,Kill,Unknown,The Standard Pg 4,He was the first casualty to succum to his injuries in Haiti. He was the breadwinner for his family and wil be missed dearly.,2025,2025-05,2025 Q2
2025-05-07,Homicide & Unlawful Killing,Murder,1,Vihiga,,Unknown,,,Unknown,,Unknown,Unknown,The Standard Pg 16,Two girls of grade eight and six uncovered a dismemberd body after being assigned to clean a latrine.,2025,2025-05,2025 Q2
2025-05-07,Assault & Bodily Harm,Assault,1,Taita Taveta,,Unknown,,,Unknown,,Land resource gain,Unknown,The Standard Pg 16,Disputes over 4800 acre land ownership caused chaos to erupt at the meeting leading to dozens of serious injuries.,2025,2025-05,2025 Q2
2025-05-08,Drugs & Contraband,Smuggling,1,Busia,,Unknown,,1.0,Male,,Smuggling wildlife,Religion,The daily Nation pg 20,"Pastor Fanish Ramsey Maloba,26, was arrested at Kenya-Uganda border with snake.The pastor was arrested and the serpent handed over to officers from the Kenya Wildlife Service. Busia County Police Commander said that they were holding the suspect for being in possession of a snake without a valid permit from the KWS. They were also investigating whether he was smuggling the reptile into the country for sale.",2025,2025-05,2025 Q2
2025-05-08,Fraud & Financial Crimes,Counterfeit Smuggling,1,Nakuru,,Unknown,,,Unknown,,Financial gain,Veterinary products,The standard pg 13,The Kenya Veterinary Paraprofessional Association warned an influx of counterfeit and substandard veterinary products from neighbouring countries.They also called for establishment of Kenya Veterinary Board Offices in all counties to address the challenge.,2025,2025-05,2025 Q2
2025-05-08,Drugs & Contraband,Smuggling,1,Nairobi,,Unknown,,4.0,Unknown,,Financial gain,Syringe,The standard pg 4,"Three foreigners and a Kenyan were fined each one Million Kenyan shillings or serve a one-year jail sentence for ant smuggling. They were arrested by KWS officers as they were found with ant queens in syringes totalling more than 7,200 collecting samples from  in Nakuru,Nairobi and Machakos counties.",2025,2025-05,2025 Q2
2025-05-08,Environmental & Wildlife Crimes,Environmental Crimes,1,Nairobi,,Unknown,,,Unknown,,Negligence,Unknown,Daily Nation Pg 19,"A neglected dumpsite is endangering residents,traders and motorists.Overflowing garbage has spilled onto the road,forcing pedestrians,riders,and vehicles to share a narrow walkway.There is no action that has been taken .",2025,2025-05,2025 Q2
2025-05-08,Fraud & Financial Crimes,Fraud,1,Unknown,,Unknown,,,Unknown,,Financial gain,Unknown,Daily Nation Pg 17,Recruitment agencies have been ripping off Kenyans  seeking jobs abroad.The fraudsters have stolen millions of money from Kenyans. The government has banned 32 agencies while other 153 are being investigated.DCI has taken charge and is in pursuit of the unscrupulous agencies and prosecutions should follow immediately.Labour Cabinet secretary Alfred Mutua has given an assurance that he is cleaning up the system so that innocent Kenyans are not conned.,2025,2025-05,2025 Q2
2025-05-09,Homicide & Unlawful Killing,Murder,5,Narok,,Unknown,,,Unknown,,Control protestors,Firearm,Daily Nation pg 16,"Five protestors were shot dead by the Genaral service unit police  in Transmara south, Narok county",2025,2025-05,2025 Q2
2025-05-09,Assault & Bodily Harm,Gang Violence,12,Narok,,Unknown,,,Unknown,,Unknown,Unknown,The Standard pg 21,Ward representatives of Emurua Dikirr constituency have been cited demanding the arrest of area MP claiming to have been involved in sponsoring gangs. The gang group called 'G12' has involved in creating unlawlessness in the county of Narok with latest attacks leading to the injuries of 12 youths.,2025,2025-05,2025 Q2
2025-05-10,"Robbery, Theft & Burglary",Robbery With Violence,2,Uasin Gishu,,Male,,,Unknown,,Robbery,Knife and Panga,Daily Nation Pg 12,Residents of Munyaka area are being robbed and left injured by a gang called B13 in Eldoret.,2025,2025-05,2025 Q2
2025-05-10,Fraud & Financial Crimes,Impersonation,1,Nakuru,,Unknown,,1.0,Male,,Unknown,Gun and Military uniform,The Standard pg 19,"Report of police in Naivvasha arrested a man who impersonated the Kenyan military forces, the man was dressed in full military uniform claimed to have lost his military ID was arrested while possesing a gun.",2025,2025-05,2025 Q2
2025-05-11,Drugs & Contraband,Smuggling,1,Nairobi,,Unknown,,150.0,Unknown,,Tax evasion,Unknown,Daily Nation Pg 12,"A multi-agency operation has led to the demolition of 150 such illicit fuel dens in Nairobi alone. Police, city county inspectorate and Energy and Petroleum Regulatory Authority officials led the raid against illegal fuel dealers on Nanyuki Road in the Industrial Area. The operation was targeted at knocking down all illegal structures and arresting anyone engaging in unlawful business within the Nairobi oil depots’ gazetted area. These illegal dealers are cheats, who deny the government revenue from licences, taxes and other fees.",2025,2025-05,2025 Q2
2025-05-11,Environmental & Wildlife Crimes,Environmental Crimes,1,Multiple Counties,,Unknown,,,Unknown,,Land resource gain,Unknown,Daily Nation Pg 31,"A growing population and increasing demand for prime land, especially beach plots and housing at the Coast region, have led to the disappearance of some Kaya forests, with others now at risk as land grabbing intensifies. Kaya elders warn that these developments could erase a vital part of their cultural heritage. They say if not controlled, the destruction threatens the existence of these spiritual and cultural hubs, endangers forest cover and wildlife species, and undermines ongoing conservation efforts.",2025,2025-05,2025 Q2
2025-05-11,Fraud & Financial Crimes,Counterfeit,1,Uasin Gishu,,Unknown,,1.0,Male,,Fraud,Unknown,The Standard pg 15,In Eldoret the senior principal magistrate of Iten Law court Gladys Odhiambo issues an arrest warrant for a vendor - Festus Tuitoek who was found in possession of counterfeit KRA stamps on alcoholic beverages leading to financial loss over tax evation.,2025,2025-05,2025 Q2
2025-05-12,Fraud & Financial Crimes,Fraud,1,Unknown,,Unknown,,,Unknown,,Fraudulent activities,Forged documents,Daily Nation pg 12,Fake degrees becoming a worrying trend in the Country as concerns on why police have not unearthed the individuals behind such operations.,2025,2025-05,2025 Q2
2025-05-12,Corruption & Abuse of Office,Corruption,2,Turkana,,Unknown,,2.0,Unknown,,Biased issuance of the mining licences,Abuse of office,Daily Nation pg 8,"Joho dragged into Turkana goldfields battle; Four gold explorers are entangled in a dispute over allocation of mining fields in Turkana County, a fight that has seen Mining Cabinet Secretary Hassan Joho accused of irregular issuance of licences. The court dispute between Mayfox Mining Company Ltd and Lorado Company Ltd involves a disagreement over mining rights in Naduat area of Nakalale ward in Turkana.",2025,2025-05,2025 Q2
2025-05-12,Fraud & Financial Crimes,Fraud,1,Nationwide,,Unknown,,,Unknown,,Extortion,Gas,Daily Nation pg 7,"Lower wholesale cost to dealers hasn't reached consumers, inflating cooking gas prices for huge profits.",2025,2025-05,2025 Q2
